Eversten, 05:26
Ludwig-Erhard-Straße, 05:27
Otto-Suhr-Straße, 05:27
Florianstraße, 05:28
Billunger Weg, 05:28
Pirolweg, 05:29
Dersagauweg, 05:30
Lerigauweg, 05:30
Margarete-Gramberg-Str., 05:31
Kaspersweg, 05:32
Friedhof Eversten, 05:32
Tannenkampstraße, 05:33
Feststraße, 05:34
Marktplatz Eversten, 05:35
Meinardusstraße, 05:36
Bismarckstraße, 05:37
Pulverturm-B, 05:38
Julius-Mosen-Platz-A, 05:40
Lappan-A an, 05:42
Lappan-A ab, 05:42
Hauptbahnhof-Süd-B, 05:43
ZOB-C, 05:45
Karlstraße, 05:46
Pferdemarkt-A, 05:47
Kriegerstraße, 05:48
Bürgereschstraße, 05:49
Bogenstraße, 05:49
Lüttichstraße, 05:50
Stiftsweg, 05:50
Deelweg, 05:50
Scheideweg, 05:51
Hackenweg, 05:52
Eßkamp, 05:52
Sackhofsweg, 05:53
Bürgerbuschweg, 05:53
Spreenweg, 05:54
Stiekelkamp, 05:54
Bahnhof Ofenerdiek, 05:54
Zanderweg, 05:55
Karpfenweg, 05:56
Am Stadtrand, 05:56
Linsweger Straße, 05:57
Ammerlandstraße, 05:58
Ofenerfeld, 05:59
