Am Nordkreuz, 05:08
Wahnbek, 05:09
Huntestraße, 05:10
Elbestraße, 05:10
Schulstraße, 05:11
Sandbergstraße, 05:12
Wahnbäkenweg, 05:13
Mittelkamp, 05:14
Ekernstraße, 05:14
Botterkamp, 05:15
Dillweg, 05:16
Geestkamp, 05:17
Ohmstede, 05:18
Ohmstede, 05:19
Niendorfer Weg, 05:20
Mühlenhofsweg, 05:21
Ostlandstraße, 05:22
Trommelweg, 05:23
Ammergaustraße, 05:24
Schlieffenstraße, 05:25
Graf-Dietrich-Straße, 05:26
bfe-Oldenburg/Unt. Berg, 05:27
Weser-Ems-Halle, 05:28
Straßburger Straße, 05:29
ZOB-A, 05:31
Hauptbahnhof-Süd-A, 05:32
Lappan-B, 05:33
Staustraße-A, 05:34
Schloßplatz-A, 05:35
Pulverturm-B, 05:36
Theater, 05:37
Herbartstraße, 05:37
Tappenbeckstraße, 05:38
Rummelweg, 05:38
Lasiusstraße, 05:39
Leipziger Straße, 05:39
Haarenfeld, 05:40
Dresdener Straße, 05:40
Uhlhornsweg, 05:41
Postenweg, 05:42
Sportweg, 05:42
Theodor-Heuss-Straße, 05:43
Kennedystraße, 05:44
Bloherfelder Marktplatz, 05:45
Hartenscher Damm, 05:46
Schramperweg, 05:47
Hörneweg, 05:48
Bloherfelde, 05:49
Moorweg, 05:50
Eichenweg, 05:51
Bussardweg, 05:52
Petersfehn, 05:53
