Ofenerfeld, 06:09
Ammerlandstraße, 06:09
Linsweger Straße, 06:10
Am Stadtrand, 06:10
Karpfenweg, 06:11
Zanderweg, 06:11
Bahnhof Ofenerdiek, 06:12
Stiekelkamp, 06:12
Spreenweg, 06:13
Bürgerbuschweg, 06:13
Sackhofsweg, 06:14
Eßkamp, 06:14
Hackenweg, 06:15
Scheideweg, 06:16
Deelweg, 06:16
Stiftsweg, 06:17
Lüttichstraße, 06:18
Bogenstraße, 06:19
Bürgereschstraße, 06:20
Kriegerstraße, 06:21
Pferdemarkt-C, 06:22
Karlstraße, 06:23
ZOB-B, 06:25
Hauptbahnhof-Süd-A, 06:26
Lappan-B, 06:27
Staustraße-A, 06:28
Schloßplatz-A, 06:29
Pulverturm-A, 06:30
Bismarckstraße, 06:30
Meinardusstraße, 06:31
Marktplatz Eversten, 06:32
Feststraße, 06:32
Tannenkampstraße, 06:33
Friedhof Eversten, 06:34
Kaspersweg, 06:35
Margarete-Gramberg-Str., 06:35
Lerigauweg, 06:36
Dersagauweg, 06:37
Pirolweg, 06:38
Billunger Weg, 06:39
Florianstraße, 06:40
Otto-Suhr-Straße, 06:41
Ludwig-Erhard-Straße, 06:41
Eversten, 06:42
