Borchersweg, 05:56
Schützenhof, 05:57
Oldeweg, 05:57
An der Schmiede, 05:58
Georg-Bölts-Straße, 05:59
Rohdenweg, 06:00
A.-W.-Kühnholz-Straße, 06:00
Sportpark Osternburg, 06:01
Gerhard-Stalling-Straße, 06:01
Helmsweg, 06:02
Herrenweg, 06:02
Largauweg, 06:03
Zaunkönigstraße, 06:05
Am Bahndamm, 06:06
Stieglitzweg, 06:07
Leffersweg, 06:08
Bhf. Osternburg, 06:09
Bremer Heerstraße, 06:10
Schützenhofstraße, 06:11
Bremer Straße, 06:12
Wiesenstraße, 06:12
Nordstraße, 06:13
Nikolausstraße, 06:14
Schloßplatz-A, 06:15
Pulverturm-B, 06:16
Julius-Mosen-Platz-A, 06:18
Lappan-A, 06:20
Hauptbahnhof-Süd-B, 06:21
ZOB-D, 06:23
