BBS Wechloy, 06:19 
Dr.-Th.-Goerlitz-Str., 06:20 
Glatzer Straße, 06:21 
Rauhehorst, 06:22
Mittelweg, 06:23
Brookweg, 06:24 
Theodor-Pekol-Straße, 06:25 
Feldstraße, 06:26
Im Dreieck, 06:27 
Schulweg, 06:27 
Frankenstraße, 06:28 
Melkbrink, 06:29 
von-Finckh-Straße, 06:30 
Humboldtstraße, 06:31 
Pferdemarkt-C, 06:32 
Karlstraße, 06:33
ZOB-B, 06:35 
Hauptbahnhof-Süd-A, 06:36 
Lappan-B, 06:37
Staustraße-A, 06:38 
Schloßplatz-A, 06:39 
Pulverturm-A, 06:40 
Bismarckstraße, 06:40 
Meinardusstraße, 06:41 
Marktplatz Eversten, 06:42 
Feststraße, 06:42 
Bodenburgallee, 06:43 
von-Thünen-Straße, 06:44 
Sodenstich, 06:45 
Ohlenbuschweg, 06:46 
Pestalozzistraße, 06:47 
Bäkeweg, 06:47 
Margarete-Gramberg-Str., 06:48 
Thomasburg, 06:49
Eibenweg, 06:50
