Eversten, 05:56
Ludwig-Erhard-Straße, 05:57
Otto-Suhr-Straße, 05:57
Florianstraße, 05:58
Billunger Weg, 05:58
Pirolweg, 05:59
Dersagauweg, 06:00
Lerigauweg, 06:00
Margarete-Gramberg-Str., 06:01
Kaspersweg, 06:02
Friedhof Eversten, 06:02
Tannenkampstraße, 06:03
Feststraße, 06:04
Marktplatz Eversten, 06:05
Meinardusstraße, 06:06
Bismarckstraße, 06:07
Pulverturm-B, 06:08
Julius-Mosen-Platz-A, 06:10
Lappan-A, 06:12
Hauptbahnhof-Süd-B, 06:13
ZOB-C, 06:15
Karlstraße, 06:16
Pferdemarkt-A, 06:17
Kriegerstraße, 06:18
Bürgereschstraße, 06:19
Bogenstraße, 06:19
Lüttichstraße, 06:20
Stiftsweg, 06:20
Deelweg, 06:20
Scheideweg, 06:21
Hackenweg, 06:22
Eßkamp, 06:22
Sackhofsweg, 06:23
Bürgerbuschweg, 06:23
Spreenweg, 06:24
Stiekelkamp, 06:24
Bahnhof Ofenerdiek, 06:24
Zanderweg, 06:25
Karpfenweg, 06:26
Am Stadtrand, 06:26
Linsweger Straße, 06:27
Ammerlandstraße, 06:28
Ofenerfeld, 06:29
