Krusenbusch, 05:07
Schwertlilienweg, 05:08
Schafgarbenweg, 05:09
Tweelbäker Tredde, 05:10
Bhf. Krusenbusch, 05:11
Beentweg, 05:12
Am Schmeel, 05:13
Heinrich-Früstück-Straße, 05:14
Gerhard-Schnitger-Straße, 05:14
Dwaschweg, 05:15
Hans-Fleischer-Straße, 05:16
Kreyen-Centrum, 05:17
Carl-Friedrich-Gauß-Str., 05:18
Am Wüschemeer, 05:18
Klingenbergstraße, 05:19
Lärchenring, 05:20
Goldregenweg, 05:20
Brachvogelweg, 05:21
Ferdinand-Koch-Straße, 05:22
Wunderburgstraße, 05:23
Bhf. Osternburg, 05:24
Bremer Heerstraße, 05:25
Schützenhofstraße, 05:26
Bremer Straße, 05:27
Wiesenstraße, 05:27
Nordstraße, 05:28
Nikolausstraße, 05:29
Schloßplatz-A, 05:30
Pulverturm-B, 05:31
Julius-Mosen-Platz-A, 05:33
Lappan-A, 05:35
Hauptbahnhof-Süd-B, 05:36
ZOB-D, 05:38
Karlstraße, 05:39
Pferdemarkt-A, 05:40
Humboldtstraße, 05:41
von-Finckh-Straße, 05:42
Melkbrink, 05:42
Frankenstraße, 05:43
Schulweg, 05:44
Im Dreieck, 05:45
Feldstraße, 05:45
Theodor-Pekol-Straße, 05:46
Brookweg, 05:47
Fliegerhorst, 05:48
Eiffelstraße, 05:49
Schmälkamp, 05:50
Fahrenkamp, 05:51
Am Alexanderhaus, 05:51
