Feldahornweg, 05:52
Neusüdender Weg, 05:53
Südring, 05:53
Westerdiek, 05:54
Haakestraße, 05:55
Paul-Tantzen-Straße, 05:56
Bahnhof Ofenerdiek, 05:57
Stiekelkamp, 05:57
Spreenweg, 05:58
Bürgerbuschweg, 05:58
Sackhofsweg, 05:59
Eßkamp, 05:59
Oldenrome, 06:00
Käthe-Kollwitz-Straße, 06:01
Zuschlag, 06:01
Nadorst, 06:02
Flötenstraße, 06:03
Stiftsweg, 06:05
Lüttichstraße, 06:06
Bogenstraße, 06:07
Bürgereschstraße, 06:08
Kriegerstraße, 06:09
Pferdemarkt-C, 06:10
Lappan-B, 06:12
Staustraße-A, 06:13
Schloßplatz-B, 06:14
Nikolausstraße, 06:15
Nordstraße, 06:16
Wiesenstraße, 06:16
Bremer Straße, 06:17
Anton-Günther-Straße, 06:18
Mohrstraße, 06:18
Am Wallplacken, 06:19
Buschhagenweg, 06:20
Ewigkeit, 06:21
Dr.-Schüßler-Str./Klinikum, 06:22
Klingenbergplatz, 06:23
Dr.-Behring-Straße, 06:23
Sandkruger Straße, 06:24
Alter Postweg, 06:24
Otto-Wels-Straße, 06:25
Dorfweg, 06:26
Robert-von-Mayer-Straße, 06:26
Waldmannsweg, 06:27
Heidschnuckenweg, 06:28
Dwaschweg, 06:29
Bümmerstede, 06:30
